mol,SMILES_RESULT,Chemspace_ID,Product_type,Price_for_1_mg_pack__USD,Cheapest_pack_size,Cheapest_pack_cost__USD,Supplier,$File,SMILES_QUERY
CC1(O)CCCCC1CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F,CC1(O)CCCCC1CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F,CSRS8030125012222244945556062537216,REAL and Freedom Spaces structure,275,1 mg,275,Chemspace US Inc.,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC(C)C(O)C1(CNC(=O)C2CC2C2=CC(=CC=C2)C(F)(F)F)CC1,CC(C)C(O)C1(CNC(=O)C2CC2C2=CC(=CC=C2)C(F)(F)F)CC1,CSRS8030125012222244945556062537472,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC(C)C(O)C1(CNC(=O)C2CC2C2=CC=CC=C2C(F)(F)F)CC1,CC(C)C(O)C1(CNC(=O)C2CC2C2=CC=CC=C2C(F)(F)F)CC1,CSRS8030125012222244945556062537728,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC(C)C(O)C1(CNC(=O)C2CC2C2=CC=C(C=C2)C(F)(F)F)CC1,CC(C)C(O)C1(CNC(=O)C2CC2C2=CC=C(C=C2)C(F)(F)F)CC1,CSRS8030125012222244945556062537984,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC1(C)CC(C1)C(O)CNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F,CC1(C)CC(C1)C(O)CNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F,CSRS8030125012222244945556062538240,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC1(C)CC(C1)C(O)CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F,CC1(C)CC(C1)C(O)CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F,CSRS8030125012222244945556062538496,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC1(C)CC(C1)C(O)CNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F,CC1(C)CC(C1)C(O)CNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F,CSRS8030125012222244945556062538752,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OCC1CCC(F)(CNC(=O)C2CC2C2=CC=C(C=C2)C(F)(F)F)CC1,OCC1CCC(F)(CNC(=O)C2CC2C2=CC=C(C=C2)C(F)(F)F)CC1,CSRS8030125012222244945556062539008,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OCC1CCC(F)(CNC(=O)C2CC2C2=CC=CC=C2C(F)(F)F)CC1,OCC1CCC(F)(CNC(=O)C2CC2C2=CC=CC=C2C(F)(F)F)CC1,CSRS8030125012222244945556062539264,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OCC1CCC(F)(CNC(=O)C2CC2C2=CC=CC(=C2)C(F)(F)F)CC1,OCC1CCC(F)(CNC(=O)C2CC2C2=CC=CC(=C2)C(F)(F)F)CC1,CSRS8030125012222244945556062539520,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC(CNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F)C1CCC(F)(F)CC1,OC(CNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F)C1CCC(F)(F)CC1,CSRS8030125012222244945556062539776,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC(CNC(=O)C1CC1C1=CC=CC(=C1)C(F)(F)F)C1CCC(F)(F)CC1,OC(CNC(=O)C1CC1C1=CC=CC(=C1)C(F)(F)F)C1CCC(F)(F)CC1,CSRS8030125012222244945556062540032,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC(CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F)C1CCC(F)(F)CC1,OC(CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F)C1CCC(F)(F)CC1,CSRS8030125012222244945556062540288,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OCCC1(CNC(=O)C2CC2C2=CC=C(C=C2)C#C)CCCC1,OCCC1(CNC(=O)C2CC2C2=CC=C(C=C2)C#C)CCCC1,CSRS8030125012222244945556062540544,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OCC1(CNC(=O)C2CC2C2=CC=C(C=C2)C#C)CCCCC1,OCC1(CNC(=O)C2CC2C2=CC=C(C=C2)C#C)CCCCC1,CSRS8030125012222244945556062540800,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1(CNC(=O)C2CC2C2=CC=C(C=C2)C#C)CCCCCC1,OC1(CNC(=O)C2CC2C2=CC=C(C=C2)C#C)CCCCCC1,CSRS8030125012222244945556062541056,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC1CCCC(O)(CNC(=O)C2CC2C2=CC=C(C=C2)C#C)C1,CC1CCCC(O)(CNC(=O)C2CC2C2=CC=C(C=C2)C#C)C1,CSRS8030125012222244945556062541312,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC1(CNC(=O)C2CC2C2=CC=C(C=C2)C#C)CCCCC1O,CC1(CNC(=O)C2CC2C2=CC=C(C=C2)C#C)CCCCC1O,CSRS8030125012222244945556062541568,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC1CCC(O)(CNC(=O)C2CC2C2=CC=C(C=C2)C#C)CC1,CC1CCC(O)(CNC(=O)C2CC2C2=CC=C(C=C2)C#C)CC1,CSRS8030125012222244945556062541824,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC(O)(CNC(=O)C1CC1C1=CC=C(C=C1)C#C)C1CCCC1,CC(O)(CNC(=O)C1CC1C1=CC=C(C=C1)C#C)C1CCCC1,CSRS8030125012222244945556062542080,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC1(CNC(=O)C2CC2C2=CC=C(C=C2)C#C)CCC(O)CC1,CC1(CNC(=O)C2CC2C2=CC=C(C=C2)C#C)CCC(O)CC1,CSRS8030125012222244945556062542336,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC(C)C(O)C1(CNC(=O)C2CC2C2=CC=C(C=C2)C#C)CC1,CC(C)C(O)C1(CNC(=O)C2CC2C2=CC=C(C=C2)C#C)CC1,CSRS8030125012222244945556062542592,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC1(C)CC(C1)C(O)CNC(=O)C1CC1C1=CC=C(C=C1)C#C,CC1(C)CC(C1)C(O)CNC(=O)C1CC1C1=CC=C(C=C1)C#C,CSRS8030125012222244945556062542848,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OCC1CCC(F)(CNC(=O)C2CC2C2=CC=C(C=C2)C#C)CC1,OCC1CCC(F)(CNC(=O)C2CC2C2=CC=C(C=C2)C#C)CC1,CSRS8030125012222244945556062543104,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC(CNC(=O)C1CC1C1=CC=C(C=C1)C#C)C1CCC(F)(F)CC1,OC(CNC(=O)C1CC1C1=CC=C(C=C1)C#C)C1CCC(F)(F)CC1,CSRS8030125012222244945556062543360,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OCCC1(CNC(=O)N2CC(C2)C2=CC=C(C=C2)C(F)(F)F)CCCC1,OCCC1(CNC(=O)N2CC(C2)C2=CC=C(C=C2)C(F)(F)F)CCCC1,CSRS8030125012222244945556062543616,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC1(CNC(=O)N2CC(C2)C2=CC=C(C=C2)C(F)(F)F)CCC(O)CC1,CC1(CNC(=O)N2CC(C2)C2=CC=C(C=C2)C(F)(F)F)CCC(O)CC1,CSRS8030125012222244945556062543872,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OCC1CCC(F)(CNC(=O)N2CC(C2)C2=CC=C(C=C2)C(F)(F)F)CC1,OCC1CCC(F)(CNC(=O)N2CC(C2)C2=CC=C(C=C2)C(F)(F)F)CC1,CSRS8030125012222244945556062544128,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1CCCCCC1NC(=O)C1CC1C1=CC=CC=C1C(F)(F)F,OC1CCCCCC1NC(=O)C1CC1C1=CC=CC=C1C(F)(F)F,CSRS8030125012222244945556062544384,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1CCCCCC1NC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F,OC1CCCCCC1NC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F,CSRS8030125012222244945556062544640,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1CCCCCC1NC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F,OC1CCCCCC1NC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F,CSRS8030125012222244945556062544896,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1CCCC(CC1)NC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F,OC1CCCC(CC1)NC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F,CSRS8030125012222244945556062545152,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1CCCC(CC1)NC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F,OC1CCCC(CC1)NC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F,CSRS8030125012222244945556062545408,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1CCCC(CC1)NC(=O)C1CC1C1=CC=CC=C1C(F)(F)F,OC1CCCC(CC1)NC(=O)C1CC1C1=CC=CC=C1C(F)(F)F,CSRS8030125012222244945556062545664,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC(C)(CNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F)C1(O)CCCC1,CC(C)(CNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F)C1(O)CCCC1,CSRS8030125012222244945556062545920,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC(C)(CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F)C1(O)CCCC1,CC(C)(CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F)C1(O)CCCC1,CSRS8030125012222244945556062546176,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC1(C)CCC(O)(CNC(=O)C2CC2C2=CC(=CC=C2)C(F)(F)F)CC1,CC1(C)CCC(O)(CNC(=O)C2CC2C2=CC(=CC=C2)C(F)(F)F)CC1,CSRS8030125012222244945556062546432,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC(C)(CNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F)C1(O)CCCC1,CC(C)(CNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F)C1(O)CCCC1,CSRS8030125012222244945556062546688,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC1(C)CCC(O)(CNC(=O)C2CC2C2=CC=CC=C2C(F)(F)F)CC1,CC1(C)CCC(O)(CNC(=O)C2CC2C2=CC=CC=C2C(F)(F)F)CC1,CSRS8030125012222244945556062546944,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC1(C)CCC(O)(CNC(=O)C2CC2C2=CC=C(C=C2)C(F)(F)F)CC1,CC1(C)CCC(O)(CNC(=O)C2CC2C2=CC=C(C=C2)C(F)(F)F)CC1,CSRS8030125012222244945556062547200,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC1(C)CCCC(O)(CNC(=O)C2CC2C2=CC=CC=C2C(F)(F)F)C1,CC1(C)CCCC(O)(CNC(=O)C2CC2C2=CC=CC=C2C(F)(F)F)C1,CSRS8030125012222244945556062547456,REAL and Freedom Spaces structure,275,1 mg,275,Chemspace US Inc.,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
CC1(C)CCCC(O)(CNC(=O)C2CC2C2=CC=C(C=C2)C(F)(F)F)C1,CC1(C)CCCC(O)(CNC(=O)C2CC2C2=CC=C(C=C2)C(F)(F)F)C1,CSRS8030125012222244945556062547712,REAL and Freedom Spaces structure,275,1 mg,275,Chemspace US Inc.,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC(CNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F)C1CCCC1,OC(CNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F)C1CCCC1,CSRS8030125012222244945556062547968,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC(CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F)C1CCCC1,OC(CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F)C1CCCC1,CSRS8030125012222244945556062548224,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1CCCC1CCNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F,OC1CCCC1CCNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F,CSRS8030125012222244945556062548480,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1CCCCC1CNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F,OC1CCCCC1CNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F,CSRS8030125012222244945556062548736,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1CCCC(CNC(=O)C2CC2C2=CC=CC=C2C(F)(F)F)C1,OC1CCCC(CNC(=O)C2CC2C2=CC=CC=C2C(F)(F)F)C1,CSRS8030125012222244945556062548992,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OCC(CNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F)C1CCC1,OCC(CNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F)C1CCC1,CSRS8030125012222244945556062549248,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OCC(CNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F)CC1CC1,OCC(CNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F)CC1CC1,CSRS8030125012222244945556062549504,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC(CCC1CC1)CNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F,OC(CCC1CC1)CNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F,CSRS8030125012222244945556062549760,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1CCCC1CCNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F,OC1CCCC1CCNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F,CSRS8030125012222244945556062550016,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OCC(CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F)C1CCC1,OCC(CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F)C1CCC1,CSRS8030125012222244945556062550272,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1CCCCC1CNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F,OC1CCCCC1CNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F,CSRS8030125012222244945556062550528,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC(CCNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F)C1CCC1,OC(CCNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F)C1CCC1,CSRS8030125012222244945556062550784,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1CCCC(CNC(=O)C2CC2C2=CC(=CC=C2)C(F)(F)F)C1,OC1CCCC(CNC(=O)C2CC2C2=CC(=CC=C2)C(F)(F)F)C1,CSRS8030125012222244945556062551040,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1CCCC1CCNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F,OC1CCCC1CCNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F,CSRS8030125012222244945556062551296,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OCC(CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F)CC1CC1,OCC(CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F)CC1CC1,CSRS8030125012222244945556062551552,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1CCCC(CNC(=O)C2CC2C2=CC=C(C=C2)C(F)(F)F)C1,OC1CCCC(CNC(=O)C2CC2C2=CC=C(C=C2)C(F)(F)F)C1,CSRS8030125012222244945556062551808,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OCC(CNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F)C1CCC1,OCC(CNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F)C1CCC1,CSRS8030125012222244945556062552064,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1CCC(CNC(=O)C2CC2C2=CC=CC=C2C(F)(F)F)CC1,OC1CCC(CNC(=O)C2CC2C2=CC=CC=C2C(F)(F)F)CC1,CSRS8030125012222244945556062552320,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1CCC(CNC(=O)C2CC2C2=CC(=CC=C2)C(F)(F)F)CC1,OC1CCC(CNC(=O)C2CC2C2=CC(=CC=C2)C(F)(F)F)CC1,CSRS8030125012222244945556062552576,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC(CNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F)C1CCCC1,OC(CNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F)C1CCCC1,CSRS8030125012222244945556062552832,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC(CCNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F)C1CCC1,OC(CCNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F)C1CCC1,CSRS8030125012222244945556062553088,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC(CCNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F)C1CCC1,OC(CCNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F)C1CCC1,CSRS8030125012222244945556062553344,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC(CCC1CC1)CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F,OC(CCC1CC1)CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F,CSRS8030125012222244945556062553600,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1CCC(CNC(=O)C2CC2C2=CC=C(C=C2)C(F)(F)F)CC1,OC1CCC(CNC(=O)C2CC2C2=CC=C(C=C2)C(F)(F)F)CC1,CSRS8030125012222244945556062553856,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC(CCC1CC1)CNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F,OC(CCC1CC1)CNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F,CSRS8030125012222244945556062554112,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OCC(CNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F)CC1CC1,OCC(CNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F)CC1CC1,CSRS8030125012222244945556062554368,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC1CCCCC1CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F,OC1CCCCC1CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F,CSRS8030125012222244945556062554624,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC(CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F)CC1CCC1,OC(CNC(=O)C1CC1C1=CC=C(C=C1)C(F)(F)F)CC1CCC1,CSRS8030125012222244945556062554880,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC(CNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F)CC1CCC1,OC(CNC(=O)C1CC1C1=CC(=CC=C1)C(F)(F)F)CC1CCC1,CSRS8030125012222244945556062555136,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OC(CNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F)CC1CCC1,OC(CNC(=O)C1CC1C1=CC=CC=C1C(F)(F)F)CC1CCC1,CSRS8030125012222244945556062555392,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
OCCC1(CNC(=O)C2(CCC2)C2=CC=C(C=C2)C(F)(F)F)CCCC1,OCCC1(CNC(=O)C2(CCC2)C2=CC=C(C=C2)C(F)(F)F)CCCC1,CSRS8030125012222244945556062555648,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17247,FC(F)(F)c1c(C2C(C(=O)NCC3(O)CCCCCC3)C2)cccc1
COC1=CC=C(NC(=O)C(=O)NCC(O)(C2=CC=CC=C2)C(F)(F)F)C(Cl)=C1,COC1=CC=C(NC(=O)C(=O)NCC(O)(C2=CC=CC=C2)C(F)(F)F)C(Cl)=C1,CSRS8030119614557355025551583119616,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17248,Clc1cc(NC(=O)C(=O)NCC(O)(C(F)(F)F)c2ccccc2)c(OC)cc1
