mol,SMILES_RESULT,Chemspace_ID,Product_type,Price_for_1_mg_pack__USD,Cheapest_pack_size,Cheapest_pack_cost__USD,Supplier,$File,SMILES_QUERY
CN1N=C2C=CC=CC2=C1NC(=O)NC1=CC=C(O)C=C1,CN1N=C2C=CC=CC2=C1NC(=O)NC1=CC=C(O)C=C1,CSRS8030124247198874720673537891328,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
CN1N=C2C=CC=CC2=C1NC(=O)NC1=CC=CC(O)=C1,CN1N=C2C=CC=CC2=C1NC(=O)NC1=CC=CC(O)=C1,CSRS8030124247198874720673537891584,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
CN1N=C2C=CC=CC2=C1NC(=O)NC1=CC=CC=C1O,CN1N=C2C=CC=CC2=C1NC(=O)NC1=CC=CC=C1O,CSRS8030124247198874720673537891840,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
CN1N=C(NC(=O)NC2=CC=CC=C2O)C2=CC=CC=C12,CN1N=C(NC(=O)NC2=CC=CC=C2O)C2=CC=CC=C12,CSRS8030124247198874720673537892096,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
CN1N=C(NC(=O)NC2=CC=C(O)C=C2)C2=CC=CC=C12,CN1N=C(NC(=O)NC2=CC=C(O)C=C2)C2=CC=CC=C12,CSRS8030124247198874720673537892352,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
CN1N=C(NC(=O)NC2=CC=CC(O)=C2)C2=CC=CC=C12,CN1N=C(NC(=O)NC2=CC=CC(O)=C2)C2=CC=CC=C12,CSRS8030124247198874720673537892608,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
CN1C(NC(=O)NC2=CC=CC(O)=C2)=NC2=CC=CC=C12,CN1C(NC(=O)NC2=CC=CC(O)=C2)=NC2=CC=CC=C12,CSRS8030124247198874720673537892864,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
CN1C(NC(=O)NC2=CC=CC=C2O)=NC2=CC=CC=C12,CN1C(NC(=O)NC2=CC=CC=C2O)=NC2=CC=CC=C12,CSRS8030124247198874720673537893120,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
CN1C(NC(=O)NC2=CC=C(O)C=C2)=NC2=CC=CC=C12,CN1C(NC(=O)NC2=CC=C(O)C=C2)=NC2=CC=CC=C12,CSRS8030124247198874720673537893376,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(F)=CC=C1NC(=O)C1=NNC2=CC=CC=C12,OC1=CC(F)=CC=C1NC(=O)C1=NNC2=CC=CC=C12,CSRS8030124247198874720673537893632,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(NC(=O)C2=NNC3=CC=CC=C23)=CC=C1F,OC1=CC(NC(=O)C2=NNC3=CC=CC=C23)=CC=C1F,CSRS8030124247198874720673537893888,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(NC(=O)C2=NNC3=CC=CC=C23)C=C1F,OC1=CC=C(NC(=O)C2=NNC3=CC=CC=C23)C=C1F,CSRS8030124247198874720673537894144,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=C(NC(=O)C2=NNC3=CC=CC=C23)C(F)=CC=C1,OC1=C(NC(=O)C2=NNC3=CC=CC=C23)C(F)=CC=C1,CSRS8030124247198874720673537894400,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(F)C=C1NC(=O)C1=NNC2=CC=CC=C12,OC1=CC=C(F)C=C1NC(=O)C1=NNC2=CC=CC=C12,CSRS8030124247198874720673537894656,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(F)=CC(NC(=O)C2=NNC3=CC=CC=C23)=C1,OC1=CC(F)=CC(NC(=O)C2=NNC3=CC=CC=C23)=C1,CSRS8030124247198874720673537894912,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=C(NC(=O)C2=NNC3=CC=CC=C23)C=CC=C1F,OC1=C(NC(=O)C2=NNC3=CC=CC=C23)C=CC=C1F,CSRS8030124247198874720673537895168,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(F)C(NC(=O)C2=NNC3=CC=CC=C23)=C1,OC1=CC=C(F)C(NC(=O)C2=NNC3=CC=CC=C23)=C1,CSRS8030124247198874720673537895424,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=CC(NC(=O)C2=NNC3=CC=CC=C23)=C1F,OC1=CC=CC(NC(=O)C2=NNC3=CC=CC=C23)=C1F,CSRS8030124247198874720673537895680,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(NC(=O)C2=NNC3=CC=CC=C23)C(F)=C1,OC1=CC=C(NC(=O)C2=NNC3=CC=CC=C23)C(F)=C1,CSRS8030124247198874720673537895936,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=C(NC(=O)C2=NC3=CC=CC=C3N2)C(F)=CC=C1,OC1=C(NC(=O)C2=NC3=CC=CC=C3N2)C(F)=CC=C1,CSRS8030124247198874720673537896192,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(F)=CC=C1NC(=O)C1=NC2=CC=CC=C2N1,OC1=CC(F)=CC=C1NC(=O)C1=NC2=CC=CC=C2N1,CSRS8030124247198874720673537896448,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(NC(=O)C2=NC3=CC=CC=C3N2)C=C1F,OC1=CC=C(NC(=O)C2=NC3=CC=CC=C3N2)C=C1F,CSRS8030124247198874720673537896704,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=C(NC(=O)C2=NC3=CC=CC=C3N2)C=CC=C1F,OC1=C(NC(=O)C2=NC3=CC=CC=C3N2)C=CC=C1F,CSRS8030124247198874720673537896960,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(NC(=O)C2=NC3=CC=CC=C3N2)=CC=C1F,OC1=CC(NC(=O)C2=NC3=CC=CC=C3N2)=CC=C1F,CSRS8030124247198874720673537897216,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(NC(=O)C2=NC3=CC=CC=C3N2)C(F)=C1,OC1=CC=C(NC(=O)C2=NC3=CC=CC=C3N2)C(F)=C1,CSRS8030124247198874720673537897472,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(F)C=C1NC(=O)C1=NC2=CC=CC=C2N1,OC1=CC=C(F)C=C1NC(=O)C1=NC2=CC=CC=C2N1,CSRS8030124247198874720673537897728,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(F)=CC(NC(=O)C2=NC3=CC=CC=C3N2)=C1,OC1=CC(F)=CC(NC(=O)C2=NC3=CC=CC=C3N2)=C1,CSRS8030124247198874720673537897984,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=CC(NC(=O)C2=NC3=CC=CC=C3N2)=C1F,OC1=CC=CC(NC(=O)C2=NC3=CC=CC=C3N2)=C1F,CSRS8030124247198874720673537898240,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(F)C(NC(=O)C2=NC3=CC=CC=C3N2)=C1,OC1=CC=C(F)C(NC(=O)C2=NC3=CC=CC=C3N2)=C1,CSRS8030124247198874720673537898496,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
FC1=CC=CC=C1NC(=O)C1=NNC2=CC=CC=C12,FC1=CC=CC=C1NC(=O)C1=NNC2=CC=CC=C12,CSRS8030124247198874720673537898752,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
FC1=CC=CC(NC(=O)C2=NNC3=CC=CC=C23)=C1,FC1=CC=CC(NC(=O)C2=NNC3=CC=CC=C23)=C1,CSRS8030124247198874720673537899008,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
FC1=CC=C(NC(=O)C2=NNC3=CC=CC=C23)C=C1,FC1=CC=C(NC(=O)C2=NNC3=CC=CC=C23)C=C1,CSRS8030124247198874720673537899264,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
FC1=CC=C(NC(=O)C2=NC3=CC=CC=C3N2)C=C1,FC1=CC=C(NC(=O)C2=NC3=CC=CC=C3N2)C=C1,CSRS8030124247198874720673537899520,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
FC1=CC=CC(NC(=O)C2=NC3=CC=CC=C3N2)=C1,FC1=CC=CC(NC(=O)C2=NC3=CC=CC=C3N2)=C1,CSRS8030124247198874720673537899776,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
FC1=CC=CC=C1NC(=O)C1=NC2=CC=CC=C2N1,FC1=CC=CC=C1NC(=O)C1=NC2=CC=CC=C2N1,CSRS8030124247198874720673537900032,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(NC(=O)C2=NNC3=CC(Cl)=CC=C23)=CC=C1,OC1=CC(NC(=O)C2=NNC3=CC(Cl)=CC=C23)=CC=C1,CSRS8030124247198874720673537900288,REAL and Freedom Spaces structure,275,1 mg,275,Chemspace US Inc.,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=CC=C1NC(=O)C1=NNC2=CC(Cl)=CC=C12,OC1=CC=CC=C1NC(=O)C1=NNC2=CC(Cl)=CC=C12,CSRS8030124247198874720673537900544,REAL and Freedom Spaces structure,275,1 mg,275,Chemspace US Inc.,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(NC(=O)C2=NNC3=CC(Cl)=CC=C23)C=C1,OC1=CC=C(NC(=O)C2=NNC3=CC(Cl)=CC=C23)C=C1,CSRS8030124247198874720673537900800,REAL and Freedom Spaces structure,275,1 mg,275,Chemspace US Inc.,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=CC=C1NC(=O)C1=NNC2=CC=C(Cl)C=C12,OC1=CC=CC=C1NC(=O)C1=NNC2=CC=C(Cl)C=C12,CSRS8030124247198874720673537901056,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(NC(=O)C2=NNC3=CC=C(Cl)C=C23)=CC=C1,OC1=CC(NC(=O)C2=NNC3=CC=C(Cl)C=C23)=CC=C1,CSRS8030124247198874720673537901312,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(NC(=O)C2=NNC3=CC=C(Cl)C=C23)C=C1,OC1=CC=C(NC(=O)C2=NNC3=CC=C(Cl)C=C23)C=C1,CSRS8030124247198874720673537901568,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=CC=C1NC(=O)C1=NNC2=C1C=CC=C2Cl,OC1=CC=CC=C1NC(=O)C1=NNC2=C1C=CC=C2Cl,CSRS8030124247198874720673537901824,REAL and Freedom Spaces structure,275,1 mg,275,Chemspace US Inc.,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(NC(=O)C2=NNC3=C2C=CC=C3Cl)=CC=C1,OC1=CC(NC(=O)C2=NNC3=C2C=CC=C3Cl)=CC=C1,CSRS8030124247198874720673537902080,REAL and Freedom Spaces structure,275,1 mg,275,Chemspace US Inc.,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(NC(=O)C2=NNC3=C2C=CC=C3Cl)C=C1,OC1=CC=C(NC(=O)C2=NNC3=C2C=CC=C3Cl)C=C1,CSRS8030124247198874720673537902336,REAL and Freedom Spaces structure,275,1 mg,275,Chemspace US Inc.,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(NC(=O)C2=NC3=C(N2)C=CC=C3Cl)C=C1,OC1=CC=C(NC(=O)C2=NC3=C(N2)C=CC=C3Cl)C=C1,CSRS8030124247198874720673537902592,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(NC(=O)C2=NC3=C(N2)C=CC=C3Cl)=CC=C1,OC1=CC(NC(=O)C2=NC3=C(N2)C=CC=C3Cl)=CC=C1,CSRS8030124247198874720673537902848,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=CC=C1NC(=O)C1=NC2=C(N1)C=CC=C2Cl,OC1=CC=CC=C1NC(=O)C1=NC2=C(N1)C=CC=C2Cl,CSRS8030124247198874720673537903104,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(NC(=O)C2=NC3=CC(Cl)=CC=C3N2)=CC=C1,OC1=CC(NC(=O)C2=NC3=CC(Cl)=CC=C3N2)=CC=C1,CSRS8030124247198874720673537903360,REAL and Freedom Spaces structure,275,1 mg,275,Chemspace US Inc.,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=CC=C1NC(=O)C1=NC2=CC(Cl)=CC=C2N1,OC1=CC=CC=C1NC(=O)C1=NC2=CC(Cl)=CC=C2N1,CSRS8030124247198874720673537903616,REAL and Freedom Spaces structure,275,1 mg,275,Chemspace US Inc.,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(NC(=O)C2=NC3=CC(Cl)=CC=C3N2)C=C1,OC1=CC=C(NC(=O)C2=NC3=CC(Cl)=CC=C3N2)C=C1,CSRS8030124247198874720673537903872,REAL and Freedom Spaces structure,275,1 mg,275,Chemspace US Inc.,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(Cl)=CC=C1NC(=O)C1=NNC2=CC=CC=C12,OC1=CC(Cl)=CC=C1NC(=O)C1=NNC2=CC=CC=C12,CSRS8030124247198874720673537904128,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(NC(=O)C2=NNC3=CC=CC=C23)=CC=C1Cl,OC1=CC(NC(=O)C2=NNC3=CC=CC=C23)=CC=C1Cl,CSRS8030124247198874720673537904384,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=C(NC(=O)C2=NNC3=CC=CC=C23)C(Cl)=CC=C1,OC1=C(NC(=O)C2=NNC3=CC=CC=C23)C(Cl)=CC=C1,CSRS8030124247198874720673537904640,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(Cl)C=C1NC(=O)C1=NNC2=CC=CC=C12,OC1=CC=C(Cl)C=C1NC(=O)C1=NNC2=CC=CC=C12,CSRS8030124247198874720673537904896,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(NC(=O)C2=NNC3=CC=CC=C23)C=C1Cl,OC1=CC=C(NC(=O)C2=NNC3=CC=CC=C23)C=C1Cl,CSRS8030124247198874720673537905152,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=C(NC(=O)C2=NNC3=CC=CC=C23)C=CC=C1Cl,OC1=C(NC(=O)C2=NNC3=CC=CC=C23)C=CC=C1Cl,CSRS8030124247198874720673537905408,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=CC(NC(=O)C2=NNC3=CC=CC=C23)=C1Cl,OC1=CC=CC(NC(=O)C2=NNC3=CC=CC=C23)=C1Cl,CSRS8030124247198874720673537905664,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(NC(=O)C2=NNC3=CC=CC=C23)C(Cl)=C1,OC1=CC=C(NC(=O)C2=NNC3=CC=CC=C23)C(Cl)=C1,CSRS8030124247198874720673537905920,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(Cl)=CC(NC(=O)C2=NNC3=CC=CC=C23)=C1,OC1=CC(Cl)=CC(NC(=O)C2=NNC3=CC=CC=C23)=C1,CSRS8030124247198874720673537906176,REAL and Freedom Spaces structure,275,1 mg,275,Chemspace US Inc.,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=CC=C1NC(=O)C1=NNC2=C1C(Br)=CC=C2,OC1=CC=CC=C1NC(=O)C1=NNC2=C1C(Br)=CC=C2,CSRS8030124247198874720673537906432,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=CC=C1NC(=O)C1=NNC2=CC(Br)=CC=C12,OC1=CC=CC=C1NC(=O)C1=NNC2=CC(Br)=CC=C12,CSRS8030124247198874720673537906688,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=CC=C1NC(=O)C1=NNC2=CC=C(Br)C=C12,OC1=CC=CC=C1NC(=O)C1=NNC2=CC=C(Br)C=C12,CSRS8030124247198874720673537906944,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(NC(=O)C2=NNC3=C2C(Br)=CC=C3)C=C1,OC1=CC=C(NC(=O)C2=NNC3=C2C(Br)=CC=C3)C=C1,CSRS8030124247198874720673537907200,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(NC(=O)C2=NNC3=CC=C(Br)C=C23)C=C1,OC1=CC=C(NC(=O)C2=NNC3=CC=C(Br)C=C23)C=C1,CSRS8030124247198874720673537907456,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(NC(=O)C2=NNC3=C2C(Br)=CC=C3)=CC=C1,OC1=CC(NC(=O)C2=NNC3=C2C(Br)=CC=C3)=CC=C1,CSRS8030124247198874720673537907712,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(NC(=O)C2=NNC3=CC(Br)=CC=C23)=CC=C1,OC1=CC(NC(=O)C2=NNC3=CC(Br)=CC=C23)=CC=C1,CSRS8030124247198874720673537907968,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(NC(=O)C2=NNC3=C2C=CC=C3Br)C=C1,OC1=CC=C(NC(=O)C2=NNC3=C2C=CC=C3Br)C=C1,CSRS8030124247198874720673537908224,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(NC(=O)C2=NNC3=CC(Br)=CC=C23)C=C1,OC1=CC=C(NC(=O)C2=NNC3=CC(Br)=CC=C23)C=C1,CSRS8030124247198874720673537908480,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(NC(=O)C2=NNC3=CC=C(Br)C=C23)=CC=C1,OC1=CC(NC(=O)C2=NNC3=CC=C(Br)C=C23)=CC=C1,CSRS8030124247198874720673537908736,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=CC=C1NC(=O)C1=NNC2=C1C=CC=C2Br,OC1=CC=CC=C1NC(=O)C1=NNC2=C1C=CC=C2Br,CSRS8030124247198874720673537908992,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(NC(=O)C2=NNC3=C2C=CC=C3Br)=CC=C1,OC1=CC(NC(=O)C2=NNC3=C2C=CC=C3Br)=CC=C1,CSRS8030124247198874720673537909248,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
COC1=C(NC2=CC=CC=C12)C(=O)NC1=CC=CC=C1O,COC1=C(NC2=CC=CC=C12)C(=O)NC1=CC=CC=C1O,CSRS8030124247198874720673537909504,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
COC1=C(NC2=CC=CC=C12)C(=O)NC1=CC=C(O)C=C1,COC1=C(NC2=CC=CC=C12)C(=O)NC1=CC=C(O)C=C1,CSRS8030124247198874720673537909760,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
COC1=C(NC2=CC=CC=C12)C(=O)NC1=CC=CC(O)=C1,COC1=C(NC2=CC=CC=C12)C(=O)NC1=CC=CC(O)=C1,CSRS8030124247198874720673537910016,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=C(NC(=O)C2=NC3=CC=CC=C3N2)C(Cl)=CC=C1,OC1=C(NC(=O)C2=NC3=CC=CC=C3N2)C(Cl)=CC=C1,CSRS8030124247198874720673537910272,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(Cl)C=C1NC(=O)C1=NC2=CC=CC=C2N1,OC1=CC=C(Cl)C=C1NC(=O)C1=NC2=CC=CC=C2N1,CSRS8030124247198874720673537910528,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=C(NC(=O)C2=NC3=CC=CC=C3N2)C=CC=C1Cl,OC1=C(NC(=O)C2=NC3=CC=CC=C3N2)C=CC=C1Cl,CSRS8030124247198874720673537910784,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC(NC(=O)C2=NC3=CC=CC=C3N2)=CC=C1Cl,OC1=CC(NC(=O)C2=NC3=CC=CC=C3N2)=CC=C1Cl,CSRS8030124247198874720673537911040,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
OC1=CC=C(NC(=O)C2=NC3=CC=CC=C3N2)C(Cl)=C1,OC1=CC=C(NC(=O)C2=NC3=CC=CC=C3N2)C(Cl)=C1,CSRS8030124247198874720673537911296,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17116,O=C1NC(Nc2cc(O)ccc2)=Nc2c1cccc2
COC1=CC(=CC=C1)C1CC1C(=O)NCC(O)C1=CC=C(F)C=C1,COC1=CC(=CC=C1)C1CC1C(=O)NCC(O)C1=CC=C(F)C=C1,CSRS8030132407448157119420467312640,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17121,Fc1cc([C@@H](O)CNC(=O)[C@@H]2[C@@H](c3c(OC)cccc3)C2)ccc1
COC1=CC=CC=C1C1CC1C(=O)NCC(O)C1=CC=CC=C1F,COC1=CC=CC=C1C1CC1C(=O)NCC(O)C1=CC=CC=C1F,CSRS8030132407448157119420467312128,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17121,Fc1cc([C@@H](O)CNC(=O)[C@@H]2[C@@H](c3c(OC)cccc3)C2)ccc1
COC1=CC=C(C=C1)C1CC1C(=O)NCC(O)C1=CC=CC=C1F,COC1=CC=C(C=C1)C1CC1C(=O)NCC(O)C1=CC=CC=C1F,CSRS8030132407448157119420467311872,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17121,Fc1cc([C@@H](O)CNC(=O)[C@@H]2[C@@H](c3c(OC)cccc3)C2)ccc1
COC1=CC=CC=C1C1CC1C(=O)NCC(O)C1=CC=C(F)C=C1,COC1=CC=CC=C1C1CC1C(=O)NCC(O)C1=CC=C(F)C=C1,CSRS8030132407448157119420467312896,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17121,Fc1cc([C@@H](O)CNC(=O)[C@@H]2[C@@H](c3c(OC)cccc3)C2)ccc1
